,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,lokator_dzielnica,ulica,lokator_ulica,geo_location,rodzaj,point,latitude,longitude,altitude
2246,3 pok Nowy Przewóz 60m2 duży taras  dla rodziny,: Przewóz,3.0,530 000 ,60.61,8744.0,https://www.otodom.pl/oferta/3-pok-nowy-przewoz-60m2-duzy-taras-dla-rodziny-ID3X7RG.html#461619a5cf,2019-03-26 16:02:04.573614,"Krakow , : Przewóz",Rodziny,Kraków Rodziny,"Kościół pw. Najświętszej Rodziny, 1, Aleksandry, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-837, Polska",ulica,"(50.0154821, 20.0185031494186, 0.0)",50.0154821,20.0185031494186,0.0
2248,2 pok. na   Radzikowskiego,: Krowodrza,2.0,329 000 ,42.0,7833.0,https://www.otodom.pl/oferta/2-pok-na-ul-radzikowskiego-ID3X9VY.html#461619a5cf,2019-03-26 16:02:04.573614,"Krakow , : Krowodrza",Paszkowskiego,Kraków Paszkowskiego,"Generała Franciszka Paszkowskiego, Tonie, Prądnik Biały, Kraków, województwo małopolskie, 31-334, Polska",ulica,"(50.1071572, 19.9059286, 0.0)",50.1071572,19.9059286,0.0
2252,Stare Miasto  idealne pod inwestycje,: Stare Miasto,3.0,898 999 ,99.0,9081.0,https://www.otodom.pl/oferta/stare-miasto-idealne-pod-inwestycje-ID3XcvQ.html#461619a5cf,2019-03-26 16:02:04.573614,"Krakow , : Stare Miasto",Starego,Kraków Starego,"Zygmunta Starego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",ulica,"(50.0801801, 19.8536978, 0.0)",50.0801801,19.8536978,0.0
2253,Garsoniera  ok. Łokietka i Wrocławskiej,: Krowodrza,1.0,255 000 ,26.89,9483.0,https://www.otodom.pl/oferta/garsoniera-ok-lokietka-i-wroclawskiej-ID3XcwV.html#461619a5cf,2019-03-26 16:02:04.573614,"Krakow , : Krowodrza",Łokietka,Kraków Łokietka,"Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska",ulica,"(50.085377, 19.9235123, 0.0)",50.085377,19.9235123,0.0
2256,3 Pokoje  Jasna Kuchnia  Duży Balon ,: Mistrzejowice Nowe,3.0,360 000 ,45.0,8000.0,https://www.otodom.pl/oferta/3-pokoje-jasna-kuchnia-duzy-balon-ID3XcsQ.html#461619a5cf,2019-03-26 16:02:04.573614,"Krakow , : Mistrzejowice Nowe",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
2258,2 Pokoje Wysoki Standard  Balkon Okazja!,: Płaszów,2.0,509 500 ,53.12,9591.0,https://www.otodom.pl/oferta/2-pokoje-wysoki-standard-balkon-okazja-ID3XcsI.html#461619a5cf,2019-03-26 16:02:04.573614,"Krakow , : Płaszów",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
2262,Bronowice dwupokojowe mieszkanie 36m2,: Bronowice Małe,2.0,280 000 ,36.0,7778.0,https://www.otodom.pl/oferta/bronowice-dwupokojowe-mieszkanie-36m2-ID3Xcde.html#461619a5cf,2019-03-26 16:02:04.573614,"Krakow , : Bronowice Małe",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
2268,Park Leśny Bronowice 30.03.2019 Dzień Otwarty,: Bronowice,4.0,432 630 ,65.55,6600.0,https://www.otodom.pl/oferta/park-lesny-bronowice-30-03-2019-dzien-otwarty-ID3Xc3e.html#461619a5cf,2019-03-26 16:02:04.573614,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
2277,3 i 2 pokojowe   zielony Bieżanów Prokocim!,: Bieżanów-Prokocim,3.0,295 260 ,51.8,5700.0,https://www.otodom.pl/oferta/3-i-2-pokojowe-zielony-biezanow-prokocim-ID3XbLy.html#948935011d,2019-03-26 16:02:06.463122,"Krakow , : Bieżanów-Prokocim",Prokocimia,Kraków Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
2280,3 Pokojowe na Ruczaju !!,: Kobierzyn,3.0,499 000 ,64.0,7797.0,https://www.otodom.pl/oferta/3-pokojowe-na-ruczaju-ID3XbKE.html#948935011d,2019-03-26 16:02:06.464125,"Krakow , : Kobierzyn",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
2281,2 pokoje Kraków Górka Narodowa,: Górka Narodowa,2.0,410 000 ,44.0,9318.0,https://www.otodom.pl/oferta/2-pokoje-krakow-gorka-narodowa-ID3XbKg.html#948935011d,2019-03-26 16:02:06.464125,"Krakow , : Górka Narodowa",Narodowa,Kraków Narodowa,"Witkowice-Górka Narodowa Wschód, Prądnik Biały, Kraków, województwo małopolskie, 31-236, Polska",ulica,"(50.1021918, 19.9704174, 0.0)",50.1021918,19.9704174,0.0
2285,53 5 m2  gotowe 09/2019  okolice Pętli Bronowice,: Bronowice,3.0,491 000 ,53.5,9178.0,https://www.otodom.pl/oferta/53-5-m2-gotowe-09-2019-okolice-petli-bronowice-ID3XbHq.html#948935011d,2019-03-26 16:02:06.464125,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
2286,2 pokoje  43 m2  Gotowe  okolice Pętli Bronowice,: Bronowice,2.0,391 000 ,41.5,9422.0,https://www.otodom.pl/oferta/2-pokoje-43-m2-gotowe-okolice-petli-bronowice-ID3XbFy.html#948935011d,2019-03-26 16:02:06.464125,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
2287,2 pokoje  Taras  Gotowe 09/2019  Pętla Bronowice,: Bronowice,2.0,355 377 ,40.0,8884.0,https://www.otodom.pl/oferta/2-pokoje-taras-gotowe-09-2019-petla-bronowice-ID3XbEU.html#948935011d,2019-03-26 16:02:06.464125,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
2291,2 pok Stachiewicza,: Krowodrza,2.0,299 000 ,37.0,8081.0,https://www.otodom.pl/oferta/2-pok-stachiewicza-ID3Xbgv.html#948935011d,2019-03-26 16:02:06.465130,"Krakow , : Krowodrza",Stachowicza,Kraków Stachowicza,"Michała Stachowicza, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-103, Polska",ulica,"(50.0552789, 19.9221976, 0.0)",50.0552789,19.9221976,0.0
2293,2 pok Teligi Nowe,: Bieżanów-Prokocim,2.0,283 000 ,36.0,7861.0,https://www.otodom.pl/oferta/2-pok-teligi-nowe-ID3Xbgo.html#948935011d,2019-03-26 16:02:06.465130,"Krakow , : Bieżanów-Prokocim",Teligi,Kraków Teligi,"Teligi, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0165281, 20.00630625, 0.0)",50.0165281,20.00630625,0.0
2294,Mieszkanie 2 pokoje   Lipska  Płaszów,: Płaszów,2.0,315 000 ,47.3,6660.0,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-ul-lipska-plaszow-ID3XbfO.html#948935011d,2019-03-26 16:02:06.465130,"Krakow , : Płaszów",Lipska,Kraków Lipska,"Lipska, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-721, Polska",ulica,"(50.0394853, 20.0015139, 0.0)",50.0394853,20.0015139,0.0
2296,Wykończony apartament Stare Miasto,: Stare Miasto,2.0,528 000 ,50.2,10518.0,https://www.otodom.pl/oferta/wykonczony-apartament-stare-miasto-ID3Xb8U.html#948935011d,2019-03-26 16:02:06.465130,"Krakow , : Stare Miasto",Starego,Kraków Starego,"Zygmunta Starego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",ulica,"(50.0801801, 19.8536978, 0.0)",50.0801801,19.8536978,0.0
2304,Kawalarka w Loftach przy Nowym Kleparzu!,: Krowodrza,1.0,329 000 ,23.3,14120.0,https://www.otodom.pl/oferta/kawalarka-w-loftach-przy-nowym-kleparzu-ID3XaZG.html#731d207af4,2019-03-26 16:02:08.116904,"Krakow , : Krowodrza",Nowy,Kraków Nowy,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
2310,Dwupoziomowe  72 z widokiem na Kraków  Ruczaj,: Ruczaj,3.0,697 000 ,72.0,9681.0,https://www.otodom.pl/oferta/dwupoziomowe-72m-z-widokiem-na-krakow-ruczaj-ID3XaMM.html#731d207af4,2019-03-26 16:02:08.116904,"Krakow , : Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
2315,Piękne 4 Pokojowe  Garaż  Osiedle Domków Cisza,: małopolskie,4.0,720 000 ,88.0,8182.0,https://www.otodom.pl/oferta/piekne-4-pokojowe-garaz-osiedle-domkow-cisza-ID3XaF6.html#731d207af4,2019-03-26 16:02:08.117909,"Krakow , : małopolskie",Osiedle,Kraków Osiedle,"Osiedle, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-587, Polska",ulica,"(50.0572333, 20.0151003, 0.0)",50.0572333,20.0151003,0.0
2316,TORRE VERONA  Krowoderskich Zuchów  87m2  2010 r.,: Krowodrza Górka,3.0,870 000 ,87.0,10000.0,https://www.otodom.pl/oferta/torre-verona-krowoderskich-zuchow-87m2-2010-r-ID3XaEA.html#731d207af4,2019-03-26 16:02:08.117909,"Krakow , : Krowodrza Górka",Krowoderska,Kraków Krowoderska,"Krowoderska, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 30-018, Polska",ulica,"(50.0723986, 19.9317322, 0.0)",50.0723986,19.9317322,0.0
2317,Petrażyckiego 2pokoje  kuchnia  balkon  50m2,: Opatkowice,2.0,300 000 ,50.0,6000.0,https://www.otodom.pl/oferta/petrazyckiego-2pokoje-kuchnia-balkon-50m2-ID3XaDC.html#731d207af4,2019-03-26 16:02:08.117909,"Krakow , : Opatkowice",Petrażyckiego,Kraków Petrażyckiego,"Leona Petrażyckiego, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-444, Polska",ulica,"(49.9842491, 19.8952713, 0.0)",49.9842491,19.8952713,0.0
2329,2 pokoje w samym sercu Starego Podgórza! 31m2,: Stare Podgórze,2.0,246 000 ,31.0,7935.0,https://www.otodom.pl/oferta/2-pokoje-w-samym-sercu-starego-podgorza-31m2-ID3Xawu.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Stare Podgórze",Sarego,Kraków Sarego,"Józefa Sarego, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-048, Polska",ulica,"(50.0567673, 19.9425266, 0.0)",50.0567673,19.9425266,0.0
2333,Podgórze Duchackie Dwupoziomowe Przestronne,: Podgórze Duchackie,3.0,499 000 ,78.5,6357.0,https://www.otodom.pl/oferta/podgorze-duchackie-dwupoziomowe-przestronne-ID3Xara.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Podgórze Duchackie",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
2339,stare miasto Kazimierz na inwestycje,: Stare Miasto,2.0,538 000 ,51.57,10432.0,https://www.otodom.pl/oferta/stare-miasto-kazimierz-na-inwestycje-ID3XakM.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Stare Miasto",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
2340,stare miasto Kazimierz na inwestycje,: Stare Miasto,1.0,338 000 ,26.2,12901.0,https://www.otodom.pl/oferta/stare-miasto-kazimierz-na-inwestycje-ID3XakI.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Stare Miasto",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
2341,stare miasto Kazimierz na inwestycje,: Stare Miasto,1.0,358 000 ,26.8,13358.0,https://www.otodom.pl/oferta/stare-miasto-kazimierz-na-inwestycje-ID3XakA.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Stare Miasto",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
2344,3 pokoje  Ruczaj   57 m2,: Ruczaj,3.0,399 000 ,57.0,7000.0,https://www.otodom.pl/oferta/3-pokoje-ruczaj-57-m2-ID3XaeI.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
2345,3 pok. po remoncie   Krakowiaków,: Nowa Huta,3.0,377 000 ,51.6,7306.0,https://www.otodom.pl/oferta/3-pok-po-remoncie-os-krakowiakow-ID3Xa6s.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Nowa Huta",Krakowiaków,Kraków Krakowiaków,"Osiedle Krakowiaków, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0829927, 20.0378038, 0.0)",50.0829927,20.0378038,0.0
2346,stare miasto Kazimierz na inwestycje,: Stare Miasto,2.0,488 000 ,47.6,10252.0,https://www.otodom.pl/oferta/stare-miasto-kazimierz-na-inwestycje-ID3Xa5V.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Stare Miasto",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
2347,stare miasto Kazimierz na inwestycje,: Stare Miasto,1.0,338 000 ,28.4,11901.0,https://www.otodom.pl/oferta/stare-miasto-kazimierz-na-inwestycje-ID3Xa5O.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Stare Miasto",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
2348,stare miasto Kazimierz na inwestycje,: Stare Miasto,1.0,318 000 ,26.65,11932.0,https://www.otodom.pl/oferta/stare-miasto-kazimierz-na-inwestycje-ID3Xa5S.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Stare Miasto",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
2349,stare miasto Kazimierz na inwestycje,: Stare Miasto,1.0,348 000 ,31.0,11226.0,https://www.otodom.pl/oferta/stare-miasto-kazimierz-na-inwestycje-ID3Xa5K.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Stare Miasto",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
2350,Blisko centrum  3 pok   z 2 balkonami,: Prądnik Biały,3.0,560 000 ,57.7,9705.0,https://www.otodom.pl/oferta/blisko-centrum-3-pok-z-2-balkonami-ID3Xa56.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Prądnik Biały",Bliska,Kraków Bliska,"Bliska, Prądnik Biały, Kraków, województwo małopolskie, 31-331, Polska",ulica,"(50.091369, 19.9167335, 0.0)",50.091369,19.9167335,0.0
2351,Kampus Uj  Zakrzówek    2 pokoje    ogródek,: Pychowice,2.0,376 000 ,49.3,7627.0,https://www.otodom.pl/oferta/kampus-uj-zakrzowek-2-pokoje-ogrodek-ID3Xa4Y.html#acddc40820,2019-03-26 16:02:09.759914,"Krakow , : Pychowice",Zakrzówek,Kraków Zakrzówek,"Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-373, Polska",ulica,"(50.0396352, 19.9145363, 0.0)",50.0396352,19.9145363,0.0
2358,3 Pokojowe Mieszkanie Ul. Jerzmanowskiego,": Bieżanów-Prokocim, Bieżanów",3.0,299 000 ,51.0,5863.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-ul-jerzmanowskiego-ID41bIc.html#631edcd222,2019-06-25 13:54:50.276310,"Krakow , : Bieżanów-Prokocim, Bieżanów",Jerzmanowskiego,Kraków Jerzmanowskiego,"Jerzmanowskiego, Wielicka, Rżąka, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-695, Polska",ulica,"(50.0096842, 20.0092457, 0.0)",50.0096842,20.0092457,0.0
2359,Bieżanów 3 Pokoje Oddzielna Kuchnia,": Bieżanów-Prokocim, Bieżanów",3.0,410 000 ,62.0,6613.0,https://www.otodom.pl/oferta/biezanow-3-pokoje-oddzielna-kuchnia-ID40zuc.html#631edcd222,2019-06-25 13:54:50.276310,"Krakow , : Bieżanów-Prokocim, Bieżanów",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
2362,Nowa Huta 2 Pokoje Jasna Kuchnia Balkon Do Remontu,: Nowa Huta,2.0,319 000 ,50.79,6281.0,https://www.otodom.pl/oferta/nowa-huta-2-pokoje-jasna-kuchnia-balkon-do-remontu-ID3YhqM.html#631edcd222,2019-06-25 13:54:50.276809,"Krakow , : Nowa Huta",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
2364,Mieszkanie 3 Pokoje Mistrzejowice Os. Tysiąclecia,: Mistrzejowice,3.0,350 000 ,47.5,7368.0,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-mistrzejowice-os-tysiaclecia-ID3ZnzV.html#631edcd222,2019-06-25 13:54:50.277310,"Krakow , : Mistrzejowice",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
2365,50m  2 3pok. duży taras dodatkowe 50m  Ruczaj,": Dębniki, Ruczaj",2.0,409 000 ,49.7,8229.0,https://www.otodom.pl/oferta/50m-2-3pok-duzy-taras-dodatkowe-50m-ruczaj-ID40ss0.html#631edcd222,2019-06-25 13:54:50.277310,"Krakow , : Dębniki, Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
2369,Stare Podgórze 2 Pokoje Ogródek Komórka Lokatorska,": Podgórze, Stare Podgórze",2.0,385 000 ,45.37,8486.0,https://www.otodom.pl/oferta/stare-podgorze-2-pokoje-ogrodek-komorka-lokatorska-ID3ZHFC.html#631edcd222,2019-06-25 13:54:50.277806,"Krakow , : Podgórze, Stare Podgórze",Starego,Kraków Starego,"Zygmunta Starego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",ulica,"(50.0801801, 19.8536978, 0.0)",50.0801801,19.8536978,0.0
2370,Ruczaj! 3 Pokoje  2 Miejsca P ojowe,": Dębniki, Ruczaj",3.0,439 000 ,55.3,7939.0,https://www.otodom.pl/oferta/ruczaj-3-pokoje-2-miejsca-postojowe-ID3YQ0M.html#631edcd222,2019-06-25 13:54:50.277806,"Krakow , : Dębniki, Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
2371,2 pokojowe    Kordiana  Kurdwanów,": Podgórze Duchackie, Kurdwanów",2.0,330 000 ,52.0,6346.0,https://www.otodom.pl/oferta/2-pokojowe-ul-kordiana-kurdwanow-ID41da2.html#631edcd222,2019-06-25 13:54:50.277806,"Krakow , : Podgórze Duchackie, Kurdwanów",Kordiana,Kraków Kordiana,"Kordiana, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-653, Polska",ulica,"(50.0099838, 19.963425, 0.0)",50.0099838,19.963425,0.0
2372,Mieszkanie 2 Pokoje Kurdwanów,": Podgórze Duchackie, Kurdwanów",2.0,319 000 ,45.0,7089.0,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-kurdwanow-ID40trV.html#631edcd222,2019-06-25 13:54:50.277806,"Krakow , : Podgórze Duchackie, Kurdwanów",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
2375,3 pokojowe  Podgórze Duchackie  Łużycka,": Podgórze Duchackie, Piaski Wielkie",3.0,369 000 ,55.7,6625.0,https://www.otodom.pl/oferta/3-pokojowe-podgorze-duchackie-luzycka-ID41d82.html#631edcd222,2019-06-25 13:54:50.278307,"Krakow , : Podgórze Duchackie, Piaski Wielkie",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
2377,2 Pokoje Prądnik Biały   Meiera,": Prądnik Biały, Górka Narodowa",2.0,379 999 ,55.0,6909.0,https://www.otodom.pl/oferta/2-pokoje-pradnik-bialy-ul-meiera-ID4179y.html#631edcd222,2019-06-25 13:54:50.278307,"Krakow , : Prądnik Biały, Górka Narodowa",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
2387,2 pokoje  Wysoki standard  Bezpośrednio  Bez PCC,": Dębniki, Kliny-Zacisze",2.0,359 000 ,47.11,7620.0,https://www.otodom.pl/oferta/2-pokoje-wysoki-standard-bezposrednio-bez-pcc-ID40B9q.html#bbadfdf85c,2019-06-25 13:54:51.282670,"Krakow , : Dębniki, Kliny-Zacisze",Wysoka,Kraków Wysoka,"Wysoka, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-460, Polska",ulica,"(50.0812116, 19.9778268, 0.0)",50.0812116,19.9778268,0.0
2388,2 Pokoje  Słoneczne  Pr. Biały Do Wprowadzenia,: Prądnik Biały,2.0,399 000 ,50.01,7978.0,https://www.otodom.pl/oferta/2-pokoje-sloneczne-pr-bialy-do-wprowadzenia-ID41a6z.html#bbadfdf85c,2019-06-25 13:54:51.283171,"Krakow , : Prądnik Biały",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
2389,2 pokojowe   bna kuchnia! balkon  parking!,: Swoszowice,2.0,430 000 ,58.0,7414.0,https://www.otodom.pl/oferta/2-pokojowe-osobna-kuchnia-balkon-parking-ID416VS.html#bbadfdf85c,2019-06-25 13:54:51.283171,"Krakow , : Swoszowice",parkingu,Kraków parkingu,"zjazd do parkingu, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0703024, 20.0169547, 0.0)",50.0703024,20.0169547,0.0
2393,  Aleksandry. Do sprzedania 3 pokoje  62 m/2,": Bieżanów-Prokocim, Bieżanów",3.0,359 000 ,62.2,5772.0,https://www.otodom.pl/oferta/ul-aleksandry-do-sprzedania-3-pokoje-62-m-2-ID3RQXG.html#bbadfdf85c,2019-06-25 13:54:51.283672,"Krakow , : Bieżanów-Prokocim, Bieżanów",Aleksandry,Kraków Aleksandry,"Aleksandry, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-837, Polska",ulica,"(50.012838, 20.0160745, 0.0)",50.012838,20.0160745,0.0
2397,Pod Inwestycję Dwupokojowe Mogilska // Szafera.,: Śródmieście,2.0,395 000 ,46.7,8458.0,https://www.otodom.pl/oferta/pod-inwestycje-dwupokojowe-mogilska-ul-szafera-ID418YD.html#bbadfdf85c,2019-06-25 13:54:51.284173,"Krakow , : Śródmieście",Mogilska,Kraków Mogilska,"Mogilska, Wieczysta, Prądnik Czerwony, Kraków, województwo małopolskie, 31-443, Polska",ulica,"(50.0710146, 19.9826078, 0.0)",50.0710146,19.9826078,0.0
2398,Nowa Inwestycja! 4 5 pok na Prażmowskiego,: Podgórze,3.0,359 000 ,83.81,4283.0,https://www.otodom.pl/oferta/nowa-inwestycja-4-5-pok-na-prazmowskiego-ID3VVNu.html#bbadfdf85c,2019-06-25 13:54:51.284675,"Krakow , : Podgórze",Prażmowskiego,Kraków Prażmowskiego,"Aleja Pułkownika Władysława Beliny-Prażmowskiego, Warszawskie, Grzegórzki, Kraków, województwo małopolskie, 31-547, Polska",ulica,"(50.0667269, 19.9592198, 0.0)",50.0667269,19.9592198,0.0
2399,al.29 Listopada   idealne pod wynajem  do wejścia,": Grzegórzki, Olsza",2.0,375 000 ,46.0,8152.0,https://www.otodom.pl/oferta/al-29-listopada-idealne-pod-wynajem-do-wejscia-ID41cuC.html#bbadfdf85c,2019-06-25 13:54:51.284675,"Krakow , : Grzegórzki, Olsza",Listopada,Kraków Listopada,"Aleja 29 Listopada, Rogatka Warszawska, Stare Miasto, Kraków, województwo małopolskie, 31-425, Polska",ulica,"(50.0815931, 19.9513118, 0.0)",50.0815931,19.9513118,0.0
2403,Mieszkanie   Kraków Łagiewniki,": Łagiewniki-Borek Fałęcki, Łagiewniki",3.0,440 000 ,49.0,8980.0,https://www.otodom.pl/oferta/mieszkanie-krakow-lagiewniki-ID41ctU.html#bbadfdf85c,2019-06-25 13:54:51.285176,"Krakow , : Łagiewniki-Borek Fałęcki, Łagiewniki",Łagiewnicki,Kraków Łagiewnicki,"Plac Łagiewnicki, Osiedle Cegielniana, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-407, Polska",ulica,"(50.0284167, 19.9324028, 0.0)",50.0284167,19.9324028,0.0
